"","V2","V3","V2.1","V1","V1.1","V4","V3.1","V1.2","V5","V1.3","V1.4","V3.2","V1.5","V2.2","V4.1","V4.2","V4.3","V1.6","V1.7","V1.8","V1.9","V3.3","V3.4","V5.1","V2.3","V1.10","V4.4","V1.11","V1.12","V3.5","V5.2","V1.13","V3.6","V2.4","V3.7"
"1",1.76190476190476,10.1882845188285,8.03736263736264,7.28155339805825,1.36585365853659,2.044,3.54716981132075,3.21875,1.1,5.55202312138728,1.1,4.32352941176471,3.46778711484594,1.1,1.09649122807018,9.37426900584795,1.13888888888889,3.34615384615385,1.38461538461538,3.66153846153846,1.46428571428571,4.45051194539249,1.18604651162791,38.4044943820225,2.20588235294118,3.5741127348643,1.1,1.53,1.1,1.21428571428571,1.27613941018767,5.38805970149254,1.8,2.04051565377532,2.5177304964539
