"","V1"
"Youtube Corpus-f7RelCxjO4.txt",3
"Youtube Corpus-T8rReyKNv0.txt",3
"Youtube Corpus_0e8hqWynoA.txt",3
"Youtube Corpus_QO38dF0xkY.txt",2
"Youtube Corpus0I0AWxUGTF8.txt",4
"Youtube Corpus0P0dhO9vOnE.txt",3
"Youtube Corpus1guabuqM9Zg.txt",3
"Youtube Corpus1WJrWvQdp_I.txt",1
"Youtube Corpus25ZEkTgyQM8.txt",3
"Youtube Corpus2HiCyXL4MZQ.txt",5
"Youtube Corpus2zujl3EYvDg.txt",4
"Youtube Corpus338lFbpjiu8.txt",3
"Youtube Corpus35XfCF4TdRw.txt",3
"Youtube Corpus4-yGrKZ4M-U.txt",4
"Youtube Corpus40V_VQkDg9Q.txt",3
"Youtube Corpus482Cl9UYa5I.txt",4
"Youtube Corpus4AaVjBWBXWw.txt",3
"Youtube Corpus4Tmej-xCxeA.txt",4
"Youtube Corpus4URCwM0Eiuk.txt",2
"Youtube Corpus5Y8WVeUCL60.txt",4
"Youtube Corpus6fqOqx_h-pw.txt",3
"Youtube Corpus7IqVtE3rQxw.txt",2
"Youtube Corpus8OwCta7lv6c.txt",2
"Youtube Corpus99akQEmx9H8.txt",4
"Youtube Corpusa0fo3SrQBL8.txt",3
"Youtube Corpusa2V8EFOWTT4.txt",2
"Youtube CorpusaCHR_b5OFoY.txt",3
"Youtube CorpusAfFlGL8xTy0.txt",3
"Youtube CorpusaI8x7YmNtTk.txt",1
"Youtube CorpusaPdafJERY50.txt",2
"Youtube CorpusApUEuhqeEno.txt",5
"Youtube CorpusbaoNKpJqlRE.txt",3
"Youtube CorpusBDfMZjFf9s0.txt",2
"Youtube CorpusbNafDGVqCE4.txt",3
"Youtube CorpusBUxsv_xfP-s.txt",3
"Youtube CorpusbyiBAxf3js8.txt",3
"Youtube CorpusCHSlHM3anLs.txt",1
"Youtube CorpuscMmgD_PR9no.txt",3
"Youtube CorpuscqhSwTDZ_ig.txt",5
"Youtube CorpusdegS7Zh27sI.txt",3
"Youtube CorpusDEHt8yxB61A.txt",3
"Youtube CorpusDM9XDWi3ju8.txt",2
"Youtube Corpusdqb6PseOOnc.txt",3
"Youtube CorpusdZ7omczJ9Qs.txt",3
"Youtube Corpuse2T6LEXx1vI.txt",4
"Youtube Corpuse4egxv8qaMI.txt",2
"Youtube Corpuse7wnZCmHBbc.txt",3
