"","V3","V3.1","V3.2","V2","V4","V3.3","V3.4","V1","V3.5","V5","V4.1","V3.6","V3.7","V4.2","V3.8","V4.3","V3.9","V4.4","V2.1","V4.5","V3.10","V2.2","V2.3","V4.6","V3.11","V2.4","V3.12","V3.13","V1.1","V2.5","V5.1","V3.14","V2.6","V3.15","V3.16","V3.17","V1.2","V3.18","V5.2","V3.19","V3.20","V2.7","V3.21","V3.22","V4.7","V2.8","V3.23","V3.24","V2.9","V2.10","V3.25","V3.26","V4.8","V3.27","V1.3","V3.28","V3.29","V1.4","V3.30","V1.5","V3.31","V2.11","V1.6","V3.32","V4.9","V3.33","V1.7","V3.34","V2.12","V3.35","V4.10","V4.11","V4.12","V1.8","V4.13","V2.13","V3.36","V1.9","V4.14","V4.15","V4.16","V2.14","V5.3","V4.17","V3.37","V2.15","V3.38","V2.16","V3.39","V3.40","V3.41","V2.17","V2.18","V3.42","V4.18","V3.43","V2.19","V5.4","V3.44","V3.45","V5.5","V2.20","V4.19","V2.21","V3.46","V4.20","V4.21","V2.22","V3.47","V3.48","V4.22","V2.23","V4.23","V4.24","V3.49","V2.24","V3.50","V3.51","V3.52","V1.10","V4.25","V2.25","V4.26","V2.26","V5.6","V4.27","V2.27","V3.53","V3.54","V3.55","V1.11","V3.56","V3.57","V2.28","V3.58","V2.29","V2.30","V4.28","V3.59","V3.60","V1.12","V1.13","V2.31","V5.7"
"1",2.66666666666667,2.5625,3.78947368421053,1.24719101123596,1.1,1.17857142857143,2,2,1.91139240506329,1.1,1.64591439688716,2.14285714285714,1.58823529411765,1.1,1.42424242424242,1.1,1.44736842105263,1.1,1.89029535864979,5.20454545454546,1.52459016393443,3.02777777777778,1.90243902439024,2.49261083743842,1.71428571428571,5.88888888888889,2.41379310344828,2.35714285714286,4.01153846153846,1.27906976744186,5.42654028436019,1.42553191489362,2.07692307692308,1.08695652173913,1.77319587628866,1.61290322580645,1.55882352941176,1.97356828193833,7.29493087557604,1.26530612244898,3.38709677419355,5.4,1.23684210526316,3.14893617021277,6.17647058823529,6.91961414790997,1.575,1.60847880299252,6.375,1.3015873015873,2.71698113207547,1.53846153846154,1.1,1.56842105263158,2.47872340425532,1.17647058823529,3.24242424242424,1.58181818181818,1,1.03225806451613,7.13725490196078,8.94444444444444,6.8716814159292,1.26992437463642,11.2950819672131,1.5952380952381,1.3,1.52777777777778,2.62162162162162,1.88524590163934,1.1,3.26086956521739,1.1,11.6380952380952,2.57202505219207,1.76829268292683,2.15151515151515,2.25501432664756,1.1,1.1,8.5125,2.24894514767932,6.18348623853211,1.1,1.0952380952381,2.60975609756098,3.68,1.12280701754386,1.6986301369863,2.06666666666667,1.35897435897436,6.17391304347826,7.44117647058824,2.12,1.1,2.6,11.5,1.5,4.92307692307692,2,3.39010989010989,1.47115384615385,1.1,1.64827586206897,1.55467196819085,1.1,1.1,5.16666666666667,2.89285714285714,1.93548387096774,1.4,3.26470588235294,1.21153846153846,1.1,3.1864406779661,2,2.02631578947368,1.44117647058824,1.99166666666667,2.12,1.65079365079365,5.72727272727273,2.09933774834437,2.03846153846154,7.27397260273973,1.1,1.47572815533981,1.02830188679245,5.12903225806452,3.52941176470588,1.18857142857143,1.27272727272727,2.2396694214876,3.46666666666667,2,7.17142857142857,17.7272727272727,1.1,7.46938775510204,3.1875,9.33139534883721,1.11764705882353,1.89615384615385,3.06842105263158
