"","V1","V5","V1.1","V5.1","V1.2","V4","V1.3","V5.2","V1.4","V5.3","V1.5","V5.4"
"1",3.21933085501859,2.04247104247104,3.0625,2.05905511811024,3.11567164179104,1.32954545454545,3.42920353982301,2.63073394495413,2.78947368421053,3.26708074534162,3.00740740740741,3.25961538461538
