"","V3","V4","V3.1","V4.1","V3.2","V2","V3.3","V4.2","V3.4","V4.3","V3.5","V4.4"
"1",1.32101616628175,1.10113421550095,1.30732292917167,1.15200764818356,1.32574850299401,6,1.54838709677419,1.03400174367916,1.72859216255443,1.24049429657795,1.61206896551724,1.31563421828909
