"","V5","V2","V4","V3","V3.1","V4.1","V1","V2.1","V4.2","V1.1","V2.2","V2.3"
"1",6.53903345724907,4.28900255754476,1.22972972972973,2.86963434022258,6.15,16.6,7.54385964912281,2.56923076923077,1.1,1.62857142857143,6.74358974358974,4.36538461538462
