"","V3","V1","V4","V5","V3.1","V4.1","V2","V3.2","V5.1","V4.2","V1.1","V4.3"
"1",1.43243243243243,3.11864406779661,3.09756097560976,8.27272727272727,4.5,1.44615384615385,7.44827586206897,2.30769230769231,8.5625,4.08,1.64516129032258,3.97222222222222
