"","V5","V5.1","V2","V5.2","V2.1","V5.3","V2.2","V5.4","V2.3","V5.5"
"1",1.49872448979592,1.07738693467337,2.37948717948718,1.21086261980831,2.24307304785894,1.25867507886435,1.36306532663317,2.19523099850969,1.25200458190149,2.54455445544554
