"","V5","V1","V2","V5.1","V5.2","V2.1","V2.2","V5.3","V5.4","V5.5","V2.3","V5.6","V5.7","V1.1","V1.2","V5.8","V5.9","V3","V1.3","V1.4","V5.10","V1.5","V3.1","V4","V5.11","V1.6","V5.12","V4.1","V5.13","V2.4","V3.2","V4.2","V1.7","V4.3","V2.5","V2.6","V5.14","V2.7","V5.15","V2.8","V2.9","V2.10","V5.16","V5.17","V3.3","V2.11","V2.12","V4.4","V3.4"
"1",1.18577981651376,1.14285714285714,10.787610619469,1.32203389830508,3.30281690140845,1.18840579710145,6.69565217391304,6.68627450980392,2.26086956521739,1.99029126213592,2.09708737864078,2.83480176211454,1.696,1.1,1.42753623188406,1.84394250513347,1.64,10.016,2.6,1.59555555555556,3.35416666666667,1.1,4.85008818342152,1.48484848484848,1.54647887323944,1.17391304347826,1.58552631578947,2.98751950078003,1.08571428571429,4.56140350877193,2.18023255813954,8.06976744186047,9.78680203045685,1.97097944377267,5.13513513513514,2.80732700135685,1.0738255033557,1.2,3.3030303030303,6.19685039370079,1.75910364145658,1.59343434343434,1.25,1.09615384615385,15.86,2.65859030837004,7.7258064516129,2.39782016348774,1.96511627906977
