"","V1","V5","V3","V5.1","V3.1","V5.2","V1.1","V5.3","V1.2","V2"
"1",2.11976744186047,1.16999050332384,2.0586319218241,1.2016210739615,2.13179571663921,1.20644511581067,2.29699248120301,1.22085889570552,2.15587529976019,1.23758865248227
