"","V4","V4.1","V1","V5","V1.1","V5.1","V1.2","V1.3","V5.2","V5.3","V2","V4.2","V4.3","V5.4","V1.4","V5.5","V4.4","V5.6","V5.7","V2.1","V5.8"
"1",1.52777777777778,1,1.18518518518519,1,1.62903225806452,2.39763779527559,1.02857142857143,1.56666666666667,1.24324324324324,1.38775510204082,1.18421052631579,1.11111111111111,1.42028985507246,1.075,1.38709677419355,1.07692307692308,1.47619047619048,1.06451612903226,1.11764705882353,1.65454545454545,1.03846153846154
