"","V2","V2.1","V5","V3","V5.1","V1","V3.1","V2.2","V1.1","V4","V4.1","V1.2","V3.2","V4.2","V2.3","V1.3","V2.4","V1.4","V4.3","V4.4","V4.5"
"1",2.52727272727273,1.27272727272727,1.25,1.1,8.13861386138614,2.3448275862069,13.3055555555556,4.78723404255319,1.04347826086957,2.91176470588235,1.77777777777778,1.6,4.74489795918367,5.7906976744186,2.04651162790698,1.66666666666667,3.37903225806452,1.12121212121212,1.78947368421053,1.13186813186813,1.08641975308642
