"","V3","V3.1","V3.2","V3.3","V3.4","V3.5","V3.6","V3.7","V3.8","V3.9","V3.10","V3.11","V3.12","V3.13","V3.14","V3.15","V2","V3.16"
"1",11.1290322580645,9.87096774193549,12.7413793103448,11.4736842105263,17.1860465116279,11.3018867924528,15.9333333333333,5.55084745762712,20.0540540540541,2.59661016949153,17.5952380952381,1.75348837209302,7.14285714285714,1.2016,6.24705882352941,1.03897685749086,1.75,1.33770491803279
