"","V1","V1.1","V1.2","V1.3","V1.4","V1.5","V5","V1.6"
"1",1.17704517704518,1.00684150513113,1.04077010192525,1.21782178217822,1.05128205128205,1.49384615384615,1.06896551724138,1.48702290076336
