"","V4","V1","V4.1","V4.2","V2","V2.1","V1.1","V4.3","V4.4","V5","V3","V4.5","V1.2","V4.6","V5.1","V1.3","V2.2","V2.3","V4.7","V2.4","V4.8","V2.5","V2.6","V3.1","V1.4","V4.9","V3.2","V4.10","V1.5","V1.6","V2.7","V1.7","V3.3","V5.2","V4.11","V4.12","V1.8","V4.13","V2.8","V5.3","V5.4","V1.9","V4.14","V1.10","V5.5","V4.15","V4.16","V5.6","V5.7","V2.9","V5.8","V4.17","V3.4","V1.11","V5.9","V4.18","V4.19","V5.10","V1.12","V5.11","V2.10","V4.20","V4.21","V4.22","V5.12","V4.23","V2.11","V1.13","V5.13","V5.14","V1.14","V4.24","V4.25","V3.5","V4.26","V2.12","V3.6","V4.27","V1.15","V4.28","V2.13","V3.7","V4.29","V1.16","V4.30","V5.15","V4.31","V2.14","V4.32","V4.33","V2.15","V5.16"
"1",3.0694626474443,2.05903398926655,1.8125,3.68115942028985,2.66841415465269,2.05769230769231,1.48677248677249,2.09638554216867,1.84615384615385,1.85990338164251,1.50627615062762,1.14285714285714,1.735368956743,1.30263157894737,1.1,1.1,1.1,1.1,3.95419847328244,11.3609756097561,3.03294117647059,8.75527426160338,1.1,1.18934911242604,1.05128205128205,1.23064516129032,2.33448573898012,5.71428571428571,6.40740740740741,7.34632034632035,1.1693023255814,3.12903225806452,1.81266490765171,4.17973462002413,2.03296703296703,7.5850622406639,1.1,2.41304347826087,4.30429128738622,3.33760683760684,9.44278606965174,1.74724061810154,4.89705882352941,2.54985754985755,1.22204213938412,1.57924107142857,3.89830508474576,14.1485148514851,2.93303571428571,7.95772787318362,1.1,2.37244897959184,1.21862745098039,3.72008547008547,8.76190476190476,2.97126436781609,4.47692307692308,6.54639175257732,4.73814898419865,1.19413629160063,1.3780487804878,2.75454545454545,2.67147270854789,1.38202247191011,1.1,1.24550898203593,4.26315789473684,1.35686777920411,1.1,7.85116279069767,5.5525,1.38297872340426,3.45901639344262,6.33877901977644,20,3.12376237623762,2.15061728395062,7.11953352769679,3.84671532846715,5.28828828828829,42.3863636363636,1.07885085574572,3.63876651982379,1.61383285302594,6.70833333333333,6.7887323943662,1.28530259365994,15.415313225058,1.03041426324069,12.018691588785,6.74015748031496,9.19230769230769
