"","V1","V3","V1.1","V5","V5.1","V2","V5.2","V4","V4.1","V2.1","V3.1","V1.2","V3.2","V5.3","V5.4"
"1",1.06382978723404,4.38983050847458,1.1,1.1,8.20588235294118,1.47727272727273,3.17441860465116,7.79389312977099,5.13157894736842,7.93846153846154,1.24,4.78624535315985,1.01428571428571,1.1,1.51851851851852
