"","V5","V4","V4.1","V3","V3.1","V5.1","V1","V3.2","V3.3","V5.2","V5.3","V1.1","V4.2","V4.3","V1.2","V5.4","V5.5","V3.4","V3.5","V1.3","V4.4","V5.6","V1.4","V4.5","V2","V3.6","V5.7","V3.7","V4.6","V5.8","V5.9","V5.10","V3.8","V4.7"
"1",1,1.17647058823529,1.04081632653061,1.3,1.68421052631579,1,2.9,1.93333333333333,1,2.08571428571429,1.03125,1.86666666666667,1.10606060606061,1.13432835820896,1.40425531914894,1,1,1.175,1.05479452054795,1.42105263157895,1.53125,1,1.57894736842105,1.5952380952381,1.05,1.10526315789474,1,2,1.03333333333333,1,1,1.08333333333333,2.46511627906977,1.78571428571429
