"","V4","V3","V3.1","V1","V1.1","V1.2","V3.2","V1.3","V5","V3.3","V4.1","V4.2","V5.1","V2","V3.4","V4.3","V4.4","V1.4","V2.1","V3.5","V3.6","V4.5","V3.7","V1.5","V1.6","V5.2","V4.6","V1.7","V3.8","V4.7","V4.8","V2.2","V5.3","V1.8"
"1",1.1,3.15,1.11764705882353,2.17307692307692,1.328125,1.1,1.60919540229885,1.98275862068966,2,1.56849315068493,22.1818181818182,1.58333333333333,8.26027397260274,7.89473684210526,1.09090909090909,1.1,1.1,4.85106382978723,7.20779220779221,1.40740740740741,3.75510204081633,1.1,1.16666666666667,2.23880597014925,6,1,1.1,1.98076923076923,1.82258064516129,1.1,1.1,5.69230769230769,3.16981132075472,6.14
