"","V3","V1","V5","V5.1","V3.1","V3.2","V1.1","V3.3","V5.2","V5.3","V5.4","V3.4","V4","V1.2","V3.5","V1.3","V5.5","V5.6","V1.4","V3.6","V3.7","V5.7","V5.8","V3.8","V5.9","V1.5","V5.10","V3.9","V2","V3.10","V2.1","V5.11","V3.11","V5.12"
"1",1.32,1.05555555555556,2.50156739811912,1.71153846153846,2.21428571428571,1.45,1.11904761904762,1.20833333333333,5.20560747663551,1,1,1.97142857142857,4.21052631578947,2.76315789473684,1.5531914893617,1.31428571428571,2.69354838709677,2.26029411764706,1.86046511627907,1.12,1.55769230769231,2.80769230769231,1.18581081081081,1.3030303030303,1.24087591240876,1.70588235294118,1.11578947368421,1.10489510489511,1.03125,1.66666666666667,1.25,1,1.12244897959184,1
