"","V5","V5.1","V4","V3","V5.2","V5.3","V5.4","V1","V4.1","V4.2","V4.3","V5.5","V2","V5.6","V5.7","V5.8","V2.1","V3.1","V5.9","V1.1","V5.10","V3.2","V1.2","V5.11","V4.4","V5.12","V1.3","V5.13","V5.14","V5.15","V5.16","V4.5","V1.4","V4.6"
"1",1.66666666666667,2.73684210526316,3.96867167919799,2.30337078651685,1.30645161290323,1.44827586206897,2,1.51724137931034,1.90664272890485,1.1,1.1,1.01449275362319,3.9875,1.40952380952381,2.27397260273973,1.45652173913043,10.7664670658683,1.94534808067664,1.2875,2.35714285714286,2.91358024691358,5.52054794520548,4.95014245014245,3.51162790697674,10.0029411764706,1.3448275862069,1.32075471698113,5.30379746835443,5.86060606060606,1.12727272727273,5.2,1.1,1.30909090909091,1.1
