"","V2","V2.1","V2.2","V4","V1","V4.1","V2.3","V4.2","V3","V1.1","V1.2","V2.4","V2.5","V3.1","V2.6","V5","V4.3","V1.3","V3.2","V1.4","V2.7","V1.5","V4.4","V3.3","V4.5","V1.6","V4.6","V3.4","V1.7","V4.7","V4.8","V1.8","V3.5","V3.6","V1.9","V1.10","V1.11","V4.9","V4.10","V2.8","V4.11","V5.1","V2.9","V1.12","V4.12","V1.13","V3.7","V4.13","V1.14","V1.15"
"1",1.66666666666667,1.23204419889503,1.35483870967742,1.4,1.41666666666667,1.1,1.45238095238095,1.81818181818182,1.3,6.94174757281553,1.57142857142857,1.18918918918919,1.78481012658228,1.08653846153846,1.07894736842105,1.11111111111111,1.25,1.42857142857143,1.09090909090909,2.58709677419355,1.27814569536424,1.07407407407407,1.41509433962264,1.02380952380952,1.1,1.73529411764706,1.05405405405405,1.18181818181818,1.84656084656085,1.03030303030303,1.04285714285714,1.85714285714286,1.63855421686747,1.82868525896414,1.11267605633803,1.17857142857143,1.05084745762712,1.14285714285714,1.02941176470588,1.03846153846154,1.07936507936508,1.09090909090909,1.825,1.81972789115646,1.42748091603053,2.0188679245283,1,1.45454545454545,1.02564102564103,1.80246913580247
