"","V3","V5","V1","V3.1","V2","V3.2","V3.3","V3.4","V5.1","V5.2","V3.5","V3.6","V5.3","V1.1","V3.7","V2.1","V1.2","V3.8","V5.4","V4","V1.3","V3.9","V3.10","V2.2","V3.11","V2.3","V3.12","V2.4","V2.5","V3.13","V3.14","V3.15","V1.4","V2.6","V5.5","V3.16","V3.17","V1.5","V3.18","V1.6","V1.7","V4.1","V3.19","V3.20","V3.21","V5.6","V4.2","V3.22","V3.23","V2.7"
"1",1.31428571428571,1.86995515695067,1.6547619047619,2.94285714285714,1,1.48484848484848,6.04918032786885,1.475,4.53846153846154,1.1034965034965,1.34090909090909,1.06818181818182,1.17730496453901,4.1858407079646,1.60975609756098,1.35,1.256,1.725,1.95833333333333,5.84538653366584,5.88082901554404,1.03448275862069,2.13333333333333,1.37209302325581,1.3030303030303,1.67796610169492,1.35897435897436,1.26923076923077,5.63896848137536,3.88235294117647,2.16438356164384,1.23076923076923,2.08088235294118,1.0239651416122,1.92405063291139,2.77272727272727,1.38709677419355,1.16666666666667,1.28571428571429,1.01851851851852,3.25,1.125,1.27397260273973,1.12710280373832,2.5668449197861,4.48598130841121,1.35294117647059,1.45833333333333,1.68333333333333,1.43150684931507
