"","x"
"peopl",52
"transact",50
"blockchain",47
"ledger",47
"money",46
"comput",31
"bitcoin",29
"use",29
"now",28
"time",26
"digit",25
"hash",24
"currenc",22
"miner",21
"need",21
"coin",20
"copi",19
"distribut",18
"first",18
"frank",18
"move",18
"let",17
"paper",17
"concept",16
"exampl",16
"network",16
"problem",16
"system",15
"bob",14
"commod",14
"everyon",14
"fish",14
"actual",13
"bank",13
"cryptocurr",13
"mine",13
"process",13
"someth",13
"technolog",13
"valid",13
"account",12
"basic",12
"power",12
"talk",12
"today",12
"trust",12
"block",11
"chain",11
"contract",11
"day",11
"good",11
"keep",11
"might",11
"often",11
"open",11
"transfer",11
"tri",11
"anoth",10
"anyon",10
"applic",10
"call",10
"chang",10
"give",10
"less",10
"mani",10
"mean",10
"origin",10
"person",10
"trade",10
"villag",10
"creat",9
"differ",9
"episod",9
"find",9
"function",9
"hack",9
"inform",9
"second",9
"though",9
"understand",9
"big",8
"bit",8
"critic",8
"data",8
"databa",8
"electron",8
"link",8
"scale",8
"term",8
"valu",8
"win",8
"work",8
"allow",7
"amount",7
"book",7
"bread",7
"detail",7
"everi",7
"exact",7
"folk",7
"gold",7
"happen",7
"hard",7
"made",7
"order",7
"parti",7
"place",7
"probabl",7
"public",7
"silver",7
"sort",7
"start",7
"steal",7
"third",7
"topic",7
"worth",7
"abl",6
"across",6
"asset",6
"base",6
"buy",6
"dark",6
"debt",6
"don",6
"elect",6
"end",6
"essenti",6
"exist",6
"huge",6
"interstellar",6
"item",6
"key",6
"light",6
"long",6
"million",6
"node",6
"obvious",6
"part",6
"record",6
"repr",6
"solar",6
"solv",6
"someon",6
"specif",6
"tend",6
"type",6
"agr",5
"alreadi",5
"barter",5
"case",5
"central",5
"charact",5
"combin",5
"common",5
"cover",5
"entir",5
"everyth",5
"financ",5
"four",5
"grain",5
"hold",5
"hous",5
"immedi",5
"implement",5
"import",5
"interest",5
"issu",5
"joint",5
"last",5
"lead",5
"learn",5
"maintain",5
"mayb",5
"media",5
"multipl",5
"near",5
"normal",5
"point",5
"possibl",5
"principl",5
"realli",5
"reward",5
"secur",5
"simpli",5
"sinc",5
"special",5
"thousand",5
"token",5
"track",5
"add",4
"almost",4
"altern",4
"alway",4
"anyth",4
"articl",4
"better",4
"circul",4
"civil",4
"classic",4
"collect",4
"communic",4
"concern",4
"conduct",4
"consid",4
"contain",4
"coupl",4
"cour",4
"decid",4
"descript",4
"diamond",4
"difficulti",4
"dollar",4
"econom",4
"electr",4
"energi",4
"explain",4
"fiat",4
"float",4
"goal",4
"hand",4
"help",4
"hour",4
"hundr",4
"ident",4
"identifi",4
"incent",4
"increa",4
"input",4
"instead",4
"interplanetari",4
"isn",4
"known",4
"lag",4
"legal",4
"littl",4
"major",4
"matter",4
"mention",4
"non",4
"note",4
"old",4
"output",4
"pay",4
"pretti",4
"produc",4
"product",4
"quit",4
"rai",4
"random",4
"reason",4
"relat",4
"rememb",4
"risk",4
"save",4
"singl",4
"tamper",4
"ten",4
"top",4
"tree",4
"uniqu",4
"withdraw",4
"anonym",3
"anymor",3
"arguabl",3
"aspect",3
"assum",3
"attempt",3
"authent",3
"baker",3
"ballot",3
"begin",3
"behind",3
"break",3
"buck",3
"card",3
"catch",3
"catfish",3
"caught",3
"certain",3
"channel",3
"check",3
"chest",3
"complet",3
"cost",3
"doesn",3
"done",3
"durabl",3
"easi",3
"easier",3
"economi",3
"edit",3
"either",3
"enabl",3
"encrypt",3
"enough",3
"ensur",3
"exchang",3
"expen",3
"fact",3
"faster",3
"final",3
"fine",3
"fisher",3
"fix",3
"follow",3
"form",3
"fraud",3
"fund",3
"gabbi",3
"game",3
"generat",3
"govern",3
"great",3
"guess",3
"home",3
"idea",3
"includ",3
"internet",3
"japan",3
"lawyer",3
"legend",3
"length",3
"limit",3
"lock",3
"lose",3
"machin",3
"merkl",3
"metal",3
"mind",3
"minor",3
"mint",3
"moment",3
"nice",3
"nobodi",3
"number",3
"object",3
"offer",3
"onto",3
"ownership",3
"page",3
"particip",3
"pass",3
"pen",3
"physic",3
"piec",3
"pound",3
"practic",3
"print",3
"privaci",3
"race",3
"rebutt",3
"regist",3
"remov",3
"result",3
"rid",3
"sack",3
"servic",3
"share",3
"similar",3
"societi",3
"sometim",3
"spend",3
"spent",3
"star",3
"stop",3
"store",3
"synchron",3
"target",3
"theori",3
"thing",3
"titl",3
"typic",3
"usual",3
"vote",3
"voter",3
"week",3
"without",3
"write",3
"year",3
"yet",3
"abil",2
"address",2
"advanc",2
"analog",2
"answer",2
"approach",2
"appropri",2
"argument",2
"arrowhead",2
"artist",2
"artwork",2
"asic",2
"ask",2
"attach",2
"attractor",2
"audienc",2
"author",2
"autom",2
"away",2
"bad",2
"balanc",2
"becom",2
"best",2
"broadcast",2
"bushel",2
"came",2
"certif",2
"charl",2
