"","V4","V1","V2","V2.1","V4.1","V4.2","V3","V5","V3.1","V4.3","V5.1","V1.1","V4.4","V2.2","V4.5","V4.6","V4.7","V4.8","V4.9","V5.2","V2.3","V4.10","V3.2","V5.3","V1.2","V5.4","V4.11","V4.12","V2.4","V3.3","V2.5","V5.5","V2.6","V5.6","V5.7","V5.8","V4.13","V5.9","V4.14","V3.4","V4.15","V4.16","V1.3","V5.10","V5.11","V5.12","V1.4","V2.7","V3.5","V2.8","V5.13","V4.17","V5.14","V2.9","V4.18","V5.15","V1.5","V3.6","V3.7","V3.8"
"1",3.65025906735751,2.67647058823529,1,1.70707070707071,2.78333333333333,9.39583333333333,1.56862745098039,1.38571428571429,1.26086956521739,1.72277227722772,1.31578947368421,2.30232558139535,1.03778337531486,1.06779661016949,1.9811320754717,23.7522123893805,19.3653846153846,3.56488549618321,1.58793969849246,1.41509433962264,1.1358024691358,1.95454545454545,1.6,2.35294117647059,1.0327868852459,1.125,2.4052757793765,3.36897274633124,1.62068965517241,1.41507024265645,1.95886075949367,2.33838383838384,1.10810810810811,1.6125,1,1.38970588235294,3.02581755593804,1.49152542372881,1.87581699346405,1.25221238938053,4.83636363636364,2.2292576419214,1.03703703703704,1.02857142857143,1,1.34210526315789,1.3125,2.16037735849057,6.48780487804878,3.93577981651376,1.51489361702128,2.01851851851852,1,1.13793103448276,2.87978142076503,1.05882352941176,1.01829268292683,2.06896551724138,1.6,1.51968503937008
