"","V3","V1","V5","V4","V1.1","V1.2","V1.3","V1.4","V5.1","V1.5","V4.1","V1.6","V1.7"
"1",1.45901639344262,8.32019704433498,1,1.44,4.12765957446809,1.53225806451613,2.39622641509434,5.56666666666667,1,10.7011494252874,1.77142857142857,1.92592592592593,1.19354838709677
