"","V5","V4","V1","V5.1","V1.1","V1.2","V2","V2.1","V5.2","V5.3","V5.4","V1.3","V2.2","V3","V4.1","V2.3","V5.5","V2.4","V3.1","V2.5","V5.6","V3.2","V5.7","V1.4","V4.2","V5.8","V5.9","V2.6","V5.10","V5.11","V2.7","V3.3","V5.12","V2.8"
"1",1.28571428571429,11.5673076923077,10.75,2.22727272727273,10.16,13.2465753424658,1.06818181818182,5.63120567375887,1.01960784313726,2,4.61538461538461,3.21621621621622,4.16666666666667,23.6428571428571,1,8.89393939393939,2.23893805309735,5.09523809523809,1.84848484848485,2.86153846153846,3.91666666666667,2.9,2.90476190476191,6.90243902439024,12.5816326530612,3.52941176470588,5.82051282051282,4.375,2.16,5.96363636363636,1.63414634146341,4.24,2.71875,2.84444444444444
