"","V2","V2.1","V2.2","V1","V2.3","V1.1","V5","V5.1"
"1",1.13937282229965,1.04060913705584,1.01815181518152,1.01315789473684,1.03476821192053,1.06390328151986,1.02504173622704,1.03015075376884
