"","V1","V1.1","V1.2","V2","V1.3","V2.1","V1.4","V4"
"1",1.025,1.04973357015986,1.09782608695652,1.09352517985612,1.1310861423221,1.02296819787986,1.02920962199313,1.00674536256324
