"","V3","V4","V3.1","V4.1","V3.2","V4.2","V3.3","V2","V3.4","V4.3","V3.5","V4.4"
"1",1.74522292993631,1.7797619047619,1.7604501607717,1.76938369781312,1.64560862865948,1.82112068965517,1.63312693498452,1.86012526096033,1.62848297213622,1.72988505747126,1.73248407643312,1.71264367816092
