"","V1","V2","V1.1","V2.1","V1.2","V2.2","V1.3","V4","V1.4","V2.3","V1.5","V2.4"
"1",1.08941605839416,1.10702341137124,1.08858447488584,1.04719101123596,1.11329588014981,1.09230769230769,1.16682464454976,1.01683501683502,1.05893536121673,1.07862679955703,1.05882352941176,1.09060402684564
