"","V5","V3","V5.1","V2","V2.1","V5.2","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V3.1","V5.3","V4","V3.2","V5.4","V1","V1.1"
"1",1.57142857142857,1.59259259259259,3.42105263157895,1.13157894736842,1.1,5.7536231884058,7.6304347826087,2.05714285714286,2.3968253968254,6.54117647058824,1.24489795918367,2.23238566131026,8.15702479338843,5.17741935483871,14.1194968553459,1.97101449275362,1.3375,9.79357798165138,1.46666666666667
