"","V2","V2.1","V1","V3","V5","V2.2","V1.1","V3.1","V3.2","V1.2","V3.3","V3.4","V1.3","V3.5","V3.6","V1.4","V2.3","V2.4","V5.1"
"1",1.07692307692308,1.0188679245283,1.08571428571429,1.40740740740741,1,1.04545454545455,1.4375,1.2962962962963,1.26,1.49122807017544,1.04255319148936,1.33059210526316,1.20398009950249,1.65333333333333,1.01273885350318,1.25454545454545,1.48148148148148,1.744,1.02272727272727
