"","V3","V5","V5.1","V5.2","V1","V5.3","V3.1","V3.2","V4","V5.4","V3.3","V3.4","V3.5","V5.5","V5.6","V4.1","V5.7","V2","V1.1","V5.8","V5.9","V5.10","V5.11","V3.6","V5.12","V4.2","V5.13","V5.14","V3.7","V4.3","V5.15","V3.8","V3.9","V5.16","V5.17","V5.18","V3.10"
"1",2.07407407407407,1.15,1,1,1.29090909090909,2.65454545454545,1.3030303030303,1.84057971014493,1.28333333333333,1,1.29616724738676,1.78048780487805,1.0625,1.6,1,1.125,1.12790697674419,1.85714285714286,1.04424778761062,4.24427480916031,1,1.73611111111111,1.97142857142857,1.25675675675676,1,1.13953488372093,1.2,2.8695652173913,1.34285714285714,1.07843137254902,1.72727272727273,1.05,1.3804347826087,1,1.40243902439024,1,1.10810810810811
