"","V4","V3","V2","V2.1","V3.1","V1","V4.1","V2.2","V1.1","V2.3","V5","V1.2","V1.3","V2.4","V2.5","V2.6","V3.2","V5.1","V5.2","V4.2","V2.7","V2.8","V1.4","V4.3","V2.9","V1.5","V3.3","V2.10","V4.4","V2.11","V1.6","V2.12","V4.5","V2.13","V2.14","V2.15","V5.3"
"1",1.17857142857143,5.90579710144928,1.1,1.1,5.71830985915493,1.4041095890411,1.09302325581395,1.95275590551181,1.03896103896104,1.1,7.35752688172043,1.16780821917808,1.76470588235294,4.75892857142857,1.1,2.28395061728395,3.09278350515464,1.29120879120879,3.24152542372881,3.2158273381295,1.1,1.656,2.84541062801932,2.56989247311828,1.1,8.36734693877551,1.09848484848485,1.31818181818182,1.5531914893617,2.43636363636364,2.54135338345865,1.80952380952381,1.07874015748031,1.1,2.7304347826087,1.1,1.22439024390244
