"","V4","V5","V4.1","V2","V2.1","V5.1","V2.2","V2.3","V4.2","V4.3","V4.4","V5.2","V4.5","V4.6","V3","V4.7","V1","V1.1","V4.8","V4.9","V1.2","V2.4","V2.5","V2.6","V2.7","V4.10","V3.1","V1.3","V3.2","V4.11","V4.12","V4.13","V4.14","V1.4","V2.8","V4.15","V5.3","V2.9","V2.10","V1.5","V4.16","V1.6","V3.3","V3.4","V5.4","V4.17","V2.11","V4.18","V2.12","V5.5","V1.7","V4.19","V4.20","V2.13","V2.14","V1.8","V1.9","V3.5","V4.21","V3.6","V1.10","V4.22","V3.7","V3.8","V5.6","V4.23","V3.9","V4.24","V4.25","V4.26","V4.27","V4.28","V2.15","V3.10","V2.16","V5.7","V5.8","V3.11","V5.9","V3.12","V3.13","V3.14","V1.11","V1.12","V1.13","V4.29","V2.17","V3.15","V2.18","V1.14","V1.15","V2.19","V5.10","V5.11","V2.20","V3.16","V3.17","V2.21","V2.22","V4.30","V2.23","V3.18","V1.16","V5.12","V4.31","V2.24","V3.19","V2.25","V2.26","V5.13","V2.27","V2.28","V1.17","V4.32","V3.20","V4.33","V2.29","V5.14","V4.34","V4.35","V4.36","V4.37","V4.38","V2.30","V4.39","V4.40","V1.18","V1.19","V1.20","V5.15","V5.16","V2.31","V2.32","V4.41","V5.17","V2.33","V3.21","V1.21","V4.42"
"1",5.5,1.49206349206349,2.17777777777778,9.45,1.28787878787879,2.557781201849,2.92397660818713,2.04081632653061,1.13553530751708,2.51388888888889,4.02919708029197,2.80459770114942,7.05769230769231,1.42524916943522,2.90703735881842,3.72596153846154,1.30769230769231,13.2065217391304,7.08823529411765,4.14592274678112,2.01997896950578,3.93548387096774,3.04545454545455,1.40350877192982,1.04166666666667,7.79347826086957,1.45786516853933,1.0225988700565,2.34688489968321,1.66052631578947,1.97435897435897,2.04491525423729,1.44594594594595,6.51748251748252,2.08571428571429,1.03529411764706,3.64210526315789,3.52238805970149,2.76415094339623,2.98412698412698,3.1906779661017,1.51744186046512,33.5263157894737,3.13861386138614,1.15952380952381,2.19573643410853,1.12,4.39130434782609,1.67132867132867,1.95497185741088,1.05464480874317,4.47133757961783,2.47368421052632,2.01538461538462,1.07924528301887,1.22894736842105,5.3133514986376,1.1,3.71589486858573,4.83082706766917,6.61618798955614,1.42559753276793,1.73466257668712,9.19487179487179,1.0989010989011,2.25263157894737,1.1,2.62857142857143,1.42424242424242,1.67003367003367,1.71296296296296,4.03071672354949,1.58762886597938,1.27544910179641,8.30769230769231,3.70625,4.69377990430622,2.78064516129032,1.33870967741935,1.40685543964232,2.2,2.50168918918919,5.49798387096774,2.17857142857143,1.68965517241379,3.96153846153846,4.04736842105263,2.11192214111922,4.48780487804878,3.93726937269373,2.20157068062827,4.4375,1.875,2.50129198966408,2.34042553191489,4.31713244228433,2.8299711815562,1.46666666666667,2.92592592592593,5.39834024896266,2.17659574468085,30.8353658536585,2.04751847940866,2.14218009478673,2.14893617021277,1.20238095238095,1.70658682634731,9.46153846153846,1.30769230769231,1.53212396069539,4.15751789976134,4.01538461538462,7.03045685279188,1.53571428571429,1.79411764705882,2.21230769230769,1.27450980392157,27.1893382352941,1.1025641025641,9.61224489795918,1.32,3.94536817102138,1.105,2.11656441717791,1.63609467455621,1.42352941176471,8.50267379679144,1.0625,2.94076163610719,1.1,1.27294117647059,1.92592592592593,1.22222222222222,1.0979020979021,5.91541353383459,3.88709677419355,3.97457627118644,2.89588377723971,4.58333333333333
