"","V2","V5","V2.1","V2.2","V1","V2.3","V1.1","V1.2","V2.4","V3","V3.1","V3.2","V2.5","V1.3","V4","V2.6","V2.7","V2.8","V3.3","V2.9","V3.4","V4.1","V3.5","V3.6","V2.10","V3.7","V2.11","V2.12","V2.13","V2.14","V4.2","V2.15","V3.8","V2.16","V1.4","V4.3","V2.17","V2.18","V2.19","V2.20","V3.9","V3.10","V3.11","V5.1","V2.21","V2.22","V3.12","V4.4","V4.5","V2.23","V3.13","V2.24","V2.25","V5.2","V2.26","V3.14","V2.27","V3.15","V2.28","V2.29","V2.30","V3.16","V1.5","V2.31","V2.32","V4.6","V2.33","V3.17","V2.34","V4.7","V2.35","V2.36","V4.8","V2.37","V2.38","V2.39","V2.40","V1.6","V4.9","V3.18","V3.19","V2.41","V4.10","V2.42","V4.11","V3.20","V4.12","V3.21","V2.43","V2.44","V1.7","V3.22","V3.23","V4.13","V1.8","V2.45","V2.46","V4.14","V4.15","V2.47","V2.48","V2.49","V2.50","V3.24","V4.16","V2.51","V3.25","V1.9","V3.26","V4.17","V4.18","V1.10","V4.19","V2.52","V3.27","V2.53","V3.28","V3.29","V3.30","V3.31","V2.54","V2.55","V1.11","V5.3","V2.56","V2.57","V2.58","V4.20","V2.59","V4.21"
"1",1.68767908309456,16.7162891046386,1.83720930232558,1.30201342281879,1.5398773006135,2.01020408163265,1.7129840546697,1.18181818181818,1.1,3.2,2.27777777777778,1.11764705882353,1.1,2.16030534351145,2.44155844155844,1.3183023872679,11.3425925925926,1.1,1.98319327731092,1.1,1.22222222222222,2.60122699386503,4.56605800214823,2.60344827586207,1.1,4.77966101694915,1.30232558139535,1.66666666666667,1.35,2.27722772277228,1.86363636363636,1.51394422310757,1.46428571428571,2.7037037037037,1.1,1.52631578947368,3.35849056603774,1.05263157894737,4.04761904761905,1.1,2.18571428571429,1.74074074074074,5.12735849056604,1.18840579710145,1.1,1.23076923076923,1.86666666666667,1.21830985915493,3.27868852459016,7.03815028901734,2.04411764705882,4.04697986577181,1.05555555555556,2.7160621761658,2.33333333333333,2.0625,1.1,2.2,2.02222222222222,1.1,1.39808917197452,1.34210526315789,1.18181818181818,1.52487961476726,1.97163120567376,3.91228070175439,1.1,1.33333333333333,3.78205128205128,11.8684210526316,1.1,1.1523178807947,2.53095684803002,2.96774193548387,1.98540145985401,2.58620689655172,1.30337078651685,1.1,1.06854838709677,1.67948717948718,1.5,3,2.74372759856631,1.7037037037037,5.07431340872375,3.36363636363636,1.16666666666667,2.82409177820268,4.91666666666667,3.92118226600985,29.5882352941176,2.96078431372549,7.24324324324324,6.65957446808511,65.5714285714286,1,1.1,1.06666666666667,3.67991407089151,3.85106382978723,1.625,1.1,1.1,1.12403100775194,1.56302521008403,1.35135135135135,1.34246575342466,4.06666666666667,1.70212765957447,1,1.5,1.27777777777778,1.43697478991597,1.1,1.04347826086957,1.1,2.04,3.44354838709677,2.07317073170732,2.76923076923077,1.34177215189873,1.30434782608696,1.53571428571429,1,3.52941176470588,1.1,1.00271002710027,1.30508474576271,1.26666666666667,1.25925925925926
