"","V1","V2","V2.1","V5","V4","V4.1","V5.1","V1.1","V2.2","V1.2","V1.3","V1.4","V1.5","V3","V2.3","V2.4","V5.2","V1.6","V5.3","V1.7","V3.1","V5.4","V4.2","V1.8","V1.9","V5.5","V3.2","V3.3","V2.5","V4.3","V5.6","V5.7","V1.10","V4.4","V3.4","V2.6","V3.5","V4.5","V5.8","V2.7","V1.11","V5.9","V3.6","V4.6","V2.8","V2.9","V5.10","V3.7","V5.11","V5.12","V1.12","V2.10","V3.8","V1.13","V5.13","V4.7","V2.11","V5.14","V1.14","V5.15","V4.8"
"1",3.23114754098361,1.1,4.5358361774744,2.60865561694291,1.85185185185185,2.38805970149254,1.078125,2.92131147540984,4.20952380952381,6.52449567723343,1.37096774193548,1.39285714285714,1.2,1.88477366255144,1.0952380952381,3.792,1.1,1.59459459459459,4.36933797909408,6.025,4.20846233230134,1.44642857142857,1.19454887218045,3.42857142857143,1.35779816513761,1.28985507246377,10.2857142857143,13.888198757764,1.1,5.67529665587918,1.1,1.1,1.11111111111111,1.18181818181818,1.58426966292135,6.12121212121212,1.2589928057554,1.70967741935484,4.56456953642384,5.16803278688525,3.41076923076923,1.72672413793103,2.92134831460674,5.36734693877551,3.14285714285714,2.24666666666667,6.7936170212766,3.20347826086957,1.1,1.43959731543624,1.15584415584416,2.32478632478632,1.63694267515924,1.31707317073171,1.47058823529412,3.25609756097561,2.09859154929577,2.37569060773481,4.43708609271523,1.74358974358974,1.06477732793522
