"","V2","V5","V3","V1","V1.1","V1.2","V4","V3.1","V3.2","V3.3","V2.1","V2.2","V4.1","V1.3","V1.4","V3.4","V4.2","V3.5","V1.5","V2.3","V1.6","V1.7","V1.8","V5.1","V2.4","V2.5","V1.9","V2.6","V5.2","V3.6","V4.3","V4.4","V5.3","V3.7","V1.10","V3.8","V1.11","V5.4","V3.9","V1.12","V5.5","V2.7","V2.8","V2.9","V5.6","V3.10","V3.11","V5.7","V4.5","V3.12","V4.6","V1.13","V1.14","V2.10","V3.13","V1.15","V1.16","V3.14","V2.11","V3.15","V1.17"
"1",1.33187772925764,1,3.38728323699422,3.66891891891892,1.17391304347826,3.35,1.12280701754386,1.40552995391705,2.6063829787234,1.48290598290598,1.31914893617021,1.43589743589744,1.25,1.07522123893805,2.38144329896907,1.08695652173913,1,1.54166666666667,1.78260869565217,1.02564102564103,3.876,1.6,2.31808278867102,1.13953488372093,1.41558441558442,1.15,1.09897610921502,1.06270627062706,1,2.87888198757764,1,1,3.97674418604651,1,1.04705882352941,1.68,1.112,1.06896551724138,3.66060606060606,2.38048780487805,1.10356536502547,2.30616302186879,1.21917808219178,1.53926701570681,1.10526315789474,1.30434782608696,1.62068965517241,2.39583333333333,1,1.96052631578947,1.02666666666667,4.5,2.18055555555556,1.24242424242424,2.15189873417722,1.51851851851852,1.775,1.448,2.3968253968254,1.08333333333333,1.52469135802469
